;Unnamed: 0;CLIENTNUM;Total_Trans_Amt;Total_Amt_Chng_Q4_Q1;Total_Ct_Chng_Q4_Q1;Total_Trans_Ct;Total_Revolving_Bal;Attrition_Flag
7733;7733;812653383;4729;0.864;0.704;92;1520;0
7734;7734;709762908;4991;0.659;0.902;78;1228;0
7735;7735;717114708;4414;0.777;0.878;77;1830;0
7736;7736;767388783;4601;0.802;0.571;66;0;0
7737;7737;794719983;2576;0.828;0.5;42;2505;1
7738;7738;778378983;2476;0.555;0.355;42;2152;1
7739;7739;773275083;4765;0.777;0.646;79;966;0
7740;7740;719971458;4213;0.533;1.114;74;1490;0
7741;7741;721001883;3357;0.75;0.88;47;1618;0
7742;7742;778245633;4356;0.833;0.628;70;1818;0
7743;7743;718535733;4928;1.108;0.646;79;2047;0
7744;7744;711909933;4815;0.846;1.024;83;618;0
7745;7745;709253433;2448;0.362;0.45;58;1912;0
7746;7746;719797758;4922;0.914;0.68;84;2517;0
7747;7747;789420933;4130;0.645;0.706;87;778;0
7748;7748;709850508;2917;1.012;0.682;37;0;1
7749;7749;715335558;4191;0.816;0.761;81;907;0
7750;7750;711516783;5441;0.815;0.717;91;1119;0
7751;7751;798917883;4620;0.619;1.171;76;2517;0
7752;7752;721525758;4928;0.784;0.638;77;1229;0
7753;7753;716249508;4243;0.424;0.848;85;0;0
7754;7754;716953083;4228;0.768;0.884;81;1260;0
7755;7755;712448658;2281;0.718;0.618;55;0;1
7756;7756;711766758;4373;0.831;0.811;67;987;0
7757;7757;709432833;4859;1.24;0.973;73;1196;0
7758;7758;719964933;4550;0.683;0.857;78;0;0
7759;7759;719857008;4531;0.828;0.723;81;2198;0
7760;7760;758340108;3906;0.568;0.592;78;913;0
7761;7761;708276183;1554;0.046;0.029;35;0;1
7762;7762;716481408;4769;0.681;0.949;76;0;0
7763;7763;720590058;2839;0.848;0.808;47;1794;1
7764;7764;789347133;4690;0.706;0.756;79;2395;0
7765;7765;719112258;4692;1.193;0.681;79;1360;0
7766;7766;717748608;2252;0.772;0.645;51;872;1
7767;7767;710740008;5140;0.66;0.519;82;641;0
7768;7768;716694108;2682;0.567;0.231;48;468;1
7769;7769;719372583;4077;0.637;0.698;90;1197;0
7770;7770;719981508;2574;0.864;0.7;51;0;1
7771;7771;751350558;4770;0.669;0.7;85;0;0
7772;7772;715123983;5848;0.977;0.8;81;2517;0
7773;7773;709250508;4877;0.781;0.692;88;2517;0
7774;7774;716754783;2229;0.519;0.375;44;1331;1
7775;7775;719025333;3513;0.838;0.686;59;0;0
7776;7776;718566858;5005;0.757;0.795;79;0;0
7777;7777;710675508;5149;0.736;0.661;98;1190;0
7778;7778;818729208;4525;0.874;0.604;77;941;0
7779;7779;709068183;4709;0.684;0.776;87;0;0
7780;7780;715358283;4509;1.025;0.825;73;1139;0
7781;7781;710966433;3785;0.503;1.161;67;1404;0
7782;7782;708575058;3300;0.928;0.568;58;965;1
7783;7783;713929533;2060;0.319;0.529;52;0;1
7784;7784;714087258;5156;0.65;0.895;72;0;0
7785;7785;756383283;4170;0.72;0.739;80;2517;0
7786;7786;720766908;2814;0.694;0.321;37;0;1
7787;7787;718133733;4100;0.616;0.81;76;1540;0
7788;7788;720823458;4658;0.797;0.889;85;1907;0
7789;7789;720027258;4978;1.052;0.921;73;0;0
7790;7790;807604233;5044;1.08;0.688;81;2482;0
7791;7791;801786483;4930;0.708;0.978;89;2517;0
7792;7792;789138258;4799;0.772;0.729;83;2372;0
7793;7793;805524708;2599;0.932;0.562;50;2517;1
7794;7794;779642733;4823;0.713;0.833;77;2238;0
7795;7795;771735933;4731;0.7;0.783;82;1722;0
7796;7796;789917208;5087;0.972;0.725;69;1781;0
7797;7797;779608083;3681;0.689;0.632;62;1247;0
7798;7798;711287733;3856;0.656;0.762;74;1289;0
7799;7799;774675933;3510;0.477;0.476;62;2052;0
7800;7800;716741508;4460;0.744;0.857;65;1167;0
7801;7801;721106133;5104;0.867;0.783;82;1789;0
7802;7802;716698608;4441;0.46;0.673;87;0;0
7803;7803;716299608;1990;0.458;0.192;31;0;1
7804;7804;718116933;4704;0.667;0.756;79;630;0
7805;7805;720513333;4878;0.512;0.444;78;1724;0
7806;7806;802460433;2607;0.733;0.609;37;0;1
7807;7807;720482583;4598;0.64;0.865;69;2163;0
7808;7808;719584608;4215;0.657;0.927;79;0;0
7809;7809;709477233;4287;0.613;0.717;79;1621;0
7810;7810;719512983;2295;0.854;0.545;51;0;1
7811;7811;714923583;1924;0.51;0.548;48;0;1
7812;7812;779397183;4068;0.797;0.694;61;0;0
7813;7813;714671658;4268;0.787;0.667;85;1392;0
7814;7814;779218233;4115;0.68;0.923;75;0;0
7815;7815;713456583;3247;0.52;0.707;70;1495;0
7816;7816;790221633;4627;0.746;0.791;77;2296;0
7817;7817;721299483;4168;0.491;0.868;71;1304;0
7818;7818;711701958;4175;0.661;0.537;63;1999;0
7819;7819;783573408;5267;0.722;0.886;83;2136;0
7820;7820;709641933;4504;0.838;0.787;84;1869;0
7821;7821;718755483;5082;0.653;0.686;86;959;0
7822;7822;720914358;4894;0.631;0.647;84;1333;0
7823;7823;714811533;5910;0.896;0.517;91;0;0
7824;7824;719898108;5322;0.778;0.975;79;809;0
7825;7825;720719883;2535;0.806;0.618;55;0;1
7826;7826;780338733;5102;0.73;0.694;83;491;0
7827;7827;709810458;4241;0.888;0.946;72;768;0
7828;7828;821356083;4830;0.664;0.642;87;0;0
7829;7829;793428408;5235;0.687;1.0;76;1185;0
7830;7830;746453583;4498;0.528;0.7;85;1395;0
7831;7831;771799008;4871;0.684;0.975;79;1405;0
7832;7832;719075883;3904;0.498;0.61;66;2033;0
7833;7833;714986583;5025;0.883;0.879;62;923;0
7834;7834;753233733;3781;0.718;0.906;61;1290;0
7835;7835;806914158;2134;0.648;0.478;34;0;1
7836;7836;812671758;2458;0.752;0.467;44;2176;1
7837;7837;789191358;4035;0.614;0.739;80;794;0
7838;7838;772111083;4338;0.756;0.829;75;1396;0
7839;7839;714961383;4182;0.544;0.723;81;965;0
7840;7840;817288458;5859;0.985;0.783;82;1737;0
7841;7841;719163108;4076;0.769;0.632;62;1325;0
7842;7842;713922183;4461;0.85;0.921;73;1259;0
7843;7843;716443608;4050;0.83;0.814;78;1235;0
7844;7844;827953683;5369;0.697;0.596;75;1171;0
7845;7845;789678483;4773;0.696;0.674;77;0;0
7846;7846;793630083;1804;0.371;0.259;34;1476;1
7847;7847;756306183;4897;0.803;1.088;71;2517;0
7848;7848;736893108;4196;0.613;0.891;87;0;0
7849;7849;712900308;2078;0.506;0.423;37;0;1
7850;7850;798045708;4182;0.63;1.171;76;0;0
7851;7851;715657833;4956;0.601;0.745;89;787;0
7852;7852;712111608;4919;0.61;0.756;72;0;0
7853;7853;711792783;4479;0.642;0.667;80;1195;0
7854;7854;716067333;4553;0.816;0.714;84;945;0
7855;7855;780660183;2613;0.691;0.84;46;0;1
7856;7856;720761208;2496;0.798;0.64;41;357;1
7857;7857;788794758;2061;0.644;0.462;38;0;1
7858;7858;711150333;2857;0.669;0.6;40;0;1
7859;7859;714418158;3527;0.814;0.816;69;851;0
7860;7860;713634108;4293;1.036;0.692;66;1830;0
7861;7861;717231558;4851;0.815;0.947;74;1446;0
7862;7862;711589758;3967;0.719;0.923;75;1641;0
7863;7863;787481208;5006;0.901;0.66;78;1793;0
7864;7864;715516458;2602;0.698;0.433;43;2430;1
7865;7865;714998508;5326;0.894;0.676;62;1454;0
7866;7866;713328108;5189;0.727;0.795;79;1047;0
7867;7867;716229108;4674;0.653;0.585;84;2262;0
7868;7868;820925433;4751;0.657;0.884;81;710;0
7869;7869;816129258;4837;0.938;0.542;74;1897;0
7870;7870;808903308;2519;0.722;0.522;35;0;1
7871;7871;713809833;4684;0.584;0.623;86;859;0
7872;7872;713542008;4236;0.584;0.844;83;0;0
7873;7873;717385083;4813;0.659;0.706;87;1122;0
7874;7874;708652908;4498;0.725;0.761;81;1419;0
7875;7875;715644633;5212;0.908;0.833;88;820;0
7876;7876;708761733;4419;0.76;0.658;63;1582;0
7877;7877;714600258;3645;0.815;1.0;70;2015;0
7878;7878;823566408;4625;0.773;0.938;93;0;0
7879;7879;713373708;2464;0.488;0.839;57;0;1
7880;7880;708307533;4129;0.808;0.884;81;0;0
7881;7881;820085808;4692;0.637;0.72;86;1343;0
7882;7882;716685033;5344;0.716;0.864;82;1600;0
7883;7883;713063958;5010;0.561;0.7;85;1080;0
7884;7884;708371733;4931;0.661;0.841;81;0;0
7885;7885;780277458;4503;0.586;0.712;89;2517;0
7886;7886;797232183;5020;0.668;0.786;75;1962;0
7887;7887;720789933;5027;0.708;0.64;82;680;0
7888;7888;808281483;4249;0.637;1.235;76;2157;0
7889;7889;712968708;5167;0.792;0.773;78;1780;0
7890;7890;711263058;4660;0.701;0.778;80;1879;0
7891;7891;788813658;4755;0.886;0.725;88;0;0
7892;7892;721444758;4980;0.826;0.857;78;2216;0
7893;7893;711448983;2313;0.717;0.321;37;2024;1
7894;7894;712664658;2549;0.683;0.588;54;0;1
7895;7895;714237033;2299;0.518;0.444;39;2246;1
7896;7896;718370733;4504;0.782;0.765;90;0;0
7897;7897;713726958;2191;0.41;0.357;38;0;1
7898;7898;794160408;4747;0.946;1.028;73;1973;0
7899;7899;716009883;4245;0.624;0.897;74;585;0
7900;7900;711873033;2549;0.748;0.75;56;0;1
7901;7901;712715208;2387;0.544;0.5;51;0;1
7902;7902;778899708;2919;0.902;0.382;47;0;1
7903;7903;771865908;2532;0.772;0.548;48;487;1
7904;7904;716273133;4853;0.61;0.592;78;0;0
7905;7905;709927458;4042;0.716;0.925;77;1544;0
7906;7906;715162608;2499;0.687;0.407;38;1323;1
7907;7907;719862258;5015;0.84;0.915;90;1393;0
7908;7908;788719533;4060;0.908;1.346;61;0;0
7909;7909;715566408;4404;0.708;0.75;77;1479;0
7910;7910;717359208;4037;0.536;0.756;72;1779;0
7911;7911;721410858;4512;0.694;0.765;90;1334;0
7912;7912;779420583;4662;0.838;0.628;70;2055;0
7913;7913;714222183;4874;0.767;0.66;78;1084;0
7914;7914;709079883;2729;0.886;0.52;38;1012;1
7915;7915;721406658;2479;0.683;0.536;43;0;1
7916;7916;713782608;5329;0.766;0.729;83;2386;0
7917;7917;720236433;4379;0.787;0.811;67;1670;0
7918;7918;785106933;4505;0.739;0.732;71;2178;0
7919;7919;716673258;3977;0.621;0.886;83;1488;0
7920;7920;708341958;4480;0.786;0.87;86;1904;0
7921;7921;797150733;1754;0.6;0.56;39;0;1
7922;7922;718279983;4770;0.875;0.947;74;2489;0
7923;7923;718548558;4272;0.927;0.75;70;2041;0
7924;7924;780360558;4698;0.723;0.851;87;0;0
7925;7925;715012833;4858;0.841;0.974;77;2517;0
7926;7926;772388508;5028;0.531;0.702;80;1349;0
7927;7927;788199858;5758;0.89;0.706;87;1049;0
7928;7928;769578108;4001;0.523;0.689;76;1652;0
7929;7929;719843958;4874;0.691;0.837;79;894;0
7930;7930;767197983;5938;0.856;0.694;83;0;0
7931;7931;711874833;5497;0.706;0.63;88;0;0
7932;7932;714930333;2476;0.717;0.75;49;0;1
7933;7933;720989133;4596;0.65;0.822;82;1093;0
7934;7934;720893958;4215;0.786;1.12;53;999;0
7935;7935;769709058;4228;0.578;0.465;63;972;0
7936;7936;711005583;5110;0.851;0.854;76;1064;0
7937;7937;826548708;4637;0.728;0.655;91;622;0
7938;7938;711093408;4815;0.721;0.804;83;1517;0
7939;7939;712831908;4556;0.692;0.473;81;603;0
7940;7940;780222408;4444;0.417;0.627;83;2085;0
7941;7941;714181008;4509;0.718;0.732;71;1462;0
7942;7942;772346358;5047;0.516;0.756;79;0;0
7943;7943;717489033;2641;0.781;0.6;40;0;1
7944;7944;710969433;4230;0.729;0.659;68;1201;0
7945;7945;715807383;5248;0.593;0.745;89;0;0
7946;7946;711807333;3948;0.587;0.68;84;0;0
7947;7947;816086508;4624;0.677;0.587;73;0;0
7948;7948;714424533;2156;0.496;0.194;37;0;1
7949;7949;779536233;4669;1.0;0.729;83;601;0
7950;7950;710794983;4705;0.965;0.902;78;1157;0
7951;7951;779890833;4866;0.765;0.625;65;0;0
7952;7952;779837808;5012;0.869;0.809;85;2500;0
7953;7953;713748708;1757;0.35;0.467;44;0;1
7954;7954;709123908;4874;0.807;0.708;82;0;0
7955;7955;816476658;2921;0.735;0.692;44;1798;1
7956;7956;743800833;4505;0.772;1.179;85;1144;0
7957;7957;806415183;4534;0.594;0.886;83;1432;0
7958;7958;794054058;4010;0.465;0.513;59;0;0
7959;7959;771907158;4667;0.915;0.725;88;1903;0
7960;7960;815789883;4728;0.566;0.761;81;861;0
7961;7961;712177908;4310;0.598;0.875;75;1763;0
7962;7962;711234783;2621;0.716;0.552;45;0;1
7963;7963;793379058;5084;0.567;0.745;82;1025;0
7964;7964;720480183;4882;0.585;1.162;80;787;0
7965;7965;712974558;4546;0.651;0.712;89;0;0
7966;7966;717409533;2824;0.827;0.387;43;1486;1
7967;7967;712200033;4983;0.75;0.733;78;0;0
7968;7968;713563383;3862;0.67;0.818;80;952;0
7969;7969;802795608;4981;0.622;0.864;82;556;0
7970;7970;787452333;2870;0.801;0.5;36;0;1
7971;7971;709520058;2028;0.482;0.303;43;0;1
7972;7972;819690933;4059;0.767;0.778;80;897;0
7973;7973;820694133;2412;0.703;0.52;38;0;1
7974;7974;711800658;2465;0.577;0.355;42;0;1
7975;7975;717722958;4277;0.81;0.69;71;1349;0
7976;7976;712279683;2740;0.654;0.625;52;0;1
7977;7977;716606733;4833;0.735;0.667;85;2054;0
7978;7978;716060358;4952;0.917;0.745;82;913;0
7979;7979;709158333;4244;0.58;0.778;96;461;0
7980;7980;721113333;4751;0.811;0.86;93;0;0
7981;7981;712620858;4572;0.942;0.935;60;1804;0
7982;7982;712855683;4906;0.781;0.561;89;1335;0
7983;7983;715463133;3699;0.706;0.488;64;1427;0
7984;7984;716551533;4779;0.718;0.792;86;2201;0
7985;7985;771220758;4614;0.728;0.694;83;2100;0
7986;7986;709920258;4531;1.026;0.738;73;1764;0
7987;7987;708959583;3415;0.533;0.556;84;727;0
7988;7988;712510833;4121;0.765;0.723;81;847;0
7989;7989;710840433;3339;0.6;0.962;51;1656;0
7990;7990;712853358;2216;0.583;0.833;44;0;1
7991;7991;788502858;4431;0.699;0.581;68;1952;0
7992;7992;721139808;3889;0.619;0.86;80;1081;0
7993;7993;711375558;4540;0.754;0.857;78;1734;0
7994;7994;713798958;4643;0.564;0.812;87;1430;0
7995;7995;709362033;2253;0.624;0.455;48;0;1
7996;7996;719860308;2418;0.663;0.778;48;0;1
7997;7997;714443058;1664;0.2;0.5;39;0;1
7998;7998;716315508;1339;0.0;0.0;32;2517;1
7999;7999;717651333;4562;0.701;0.634;67;1168;0
8000;8000;798489258;5557;0.824;1.0;82;1197;0
8001;8001;710742408;4518;0.858;0.788;93;2057;0
8002;8002;812089383;4426;0.79;0.66;88;892;0
8003;8003;711968358;4153;0.551;0.925;77;1423;0
8004;8004;794227308;4493;0.64;0.881;79;1433;0
8005;8005;719845908;4803;0.812;0.804;83;0;0
8006;8006;716851908;4784;0.809;0.75;70;1099;0
8007;8007;720599658;5104;0.57;0.63;75;0;0
8008;8008;720401658;1985;0.609;0.407;38;1030;1
8009;8009;827442858;3719;0.999;0.643;69;2051;0
8010;8010;779034708;4939;0.645;0.972;71;970;0
8011;8011;718806783;2629;0.869;0.64;41;357;1
8012;8012;714484008;2138;0.424;0.577;41;0;1
8013;8013;719176308;2120;0.618;0.593;43;0;1
8014;8014;769662033;5025;0.729;0.735;85;0;0
8015;8015;721020858;4220;0.622;0.61;66;1959;0
8016;8016;714630858;2383;0.543;0.444;39;458;1
8017;8017;710838108;4317;0.572;0.714;72;2517;0
8018;8018;712662783;2577;0.512;0.629;57;2517;1
8019;8019;713160258;4349;0.642;0.731;90;2033;0
8020;8020;778163508;4938;0.673;0.892;70;1044;0
8021;8021;713785608;4918;0.962;0.75;63;0;0
8022;8022;779905008;2660;0.856;0.323;41;0;1
8023;8023;789491058;4570;0.73;0.952;82;0;0
8024;8024;793736958;4410;0.605;0.72;86;1587;0
8025;8025;720961383;2907;0.82;0.875;60;0;1
8026;8026;714202008;2115;0.47;0.448;42;2517;1
8027;8027;721479108;3332;0.71;0.882;64;0;0
8028;8028;715549158;4769;0.734;0.826;84;0;0
8029;8029;710308983;4148;0.586;0.66;83;2517;0
8030;8030;710981583;5131;0.755;0.72;86;1015;0
8031;8031;712704933;2227;0.601;0.464;41;0;1
8032;8032;716165508;4498;0.585;0.649;94;0;0
8033;8033;710630583;3738;0.624;0.604;77;1752;0
8034;8034;709571958;4401;0.735;0.667;65;0;0
8035;8035;790115358;4588;0.796;0.791;77;2418;0
8036;8036;715904433;2055;0.453;0.314;46;0;1
8037;8037;709078908;4926;0.94;0.816;89;1539;0
8038;8038;717541308;4838;0.704;0.735;85;1441;0
8039;8039;779916408;4934;0.835;0.628;70;0;0
8040;8040;714979383;5255;0.636;0.833;77;1134;0
8041;8041;711691608;2450;0.629;0.531;49;2450;1
8042;8042;788930358;3891;0.739;1.025;81;1896;0
8043;8043;716351208;4175;0.57;1.026;77;2517;0
8044;8044;708266883;2312;0.713;0.25;35;0;1
8045;8045;718858683;4511;0.665;0.767;76;0;0
8046;8046;771617883;4904;0.929;0.673;82;1313;0
8047;8047;718001508;4377;0.657;0.867;84;2150;0
8048;8048;708995283;4871;1.122;1.027;75;2290;0
8049;8049;721173183;4984;0.795;0.667;85;1876;0
8050;8050;711102858;1618;0.304;0.097;34;860;1
8051;8051;711722808;2520;0.707;0.429;40;0;1
8052;8052;787466808;5329;0.735;0.745;82;2517;0
8053;8053;716116383;4682;0.765;0.711;77;2517;0
8054;8054;713257083;4343;0.518;0.737;66;1202;0
8055;8055;772661808;5051;0.703;0.66;83;2055;0
8056;8056;713382558;4304;0.868;0.761;81;953;0
8057;8057;717596883;5270;0.859;1.0;78;1233;0
8058;8058;712993008;4533;0.809;0.889;68;1882;0
8059;8059;824763783;4251;0.623;0.767;76;1127;0
8060;8060;771730758;4443;1.011;1.083;75;0;0
8061;8061;780265458;4466;0.563;0.889;85;1427;0
8062;8062;714256758;4347;0.528;0.535;66;0;0
8063;8063;710292333;2618;0.896;0.576;52;0;1
8064;8064;712171158;4986;0.879;0.795;79;0;0
8065;8065;787339158;2361;0.426;0.464;41;0;1
8066;8066;788782008;4146;0.658;0.533;69;0;0
8067;8067;714848958;2315;0.494;0.303;43;897;1
8068;8068;714987633;4026;0.68;0.828;53;2039;0
8069;8069;717684858;5002;0.463;0.5;60;1333;0
8070;8070;767376483;5176;0.691;0.784;91;0;0
8071;8071;709901058;4185;0.557;0.778;80;1163;0
8072;8072;823149483;4643;0.769;0.617;76;0;0
8073;8073;780073158;4455;0.597;0.604;85;1149;0
8074;8074;779998083;4069;0.682;0.737;66;1429;0
8075;8075;713144208;2053;0.52;0.485;49;568;1
8076;8076;771594783;2264;0.859;0.423;37;0;1
8077;8077;816613158;4117;0.57;0.643;69;1514;0
8078;8078;770774133;4826;0.615;0.667;70;1198;0
8079;8079;712300683;4897;0.824;0.778;96;0;0
8080;8080;714536208;4203;0.648;0.872;73;1675;0
8081;8081;784880958;3776;0.579;0.826;84;1680;0
8082;8082;713784558;4833;0.717;0.75;77;941;0
8083;8083;719305608;2447;0.845;0.621;47;1900;1
8084;8084;720190083;2509;0.621;0.424;47;0;1
8085;8085;708323208;2241;0.482;0.8;36;0;1
8086;8086;781183233;3805;0.664;0.795;79;1528;0
8087;8087;718825908;4575;0.565;0.592;78;1448;0
8088;8088;716963283;2751;0.748;1.042;49;2517;1
8089;8089;714924483;4226;0.611;0.736;92;2327;0
8090;8090;779922183;4758;0.55;0.723;81;1981;0
8091;8091;719449533;2386;0.751;0.485;49;2283;1
8092;8092;712559058;4765;0.828;0.767;76;1525;0
8093;8093;717853233;4772;0.814;0.9;76;706;0
8094;8094;790069233;4289;0.77;0.674;72;0;0
8095;8095;794576058;4070;0.668;0.49;76;1339;0
8096;8096;779877858;4428;1.06;0.778;80;1342;0
8097;8097;772334133;4583;0.709;0.911;86;0;0
8098;8098;714139308;4722;0.895;0.841;81;0;0
8099;8099;806634783;4267;0.843;0.596;75;1405;0
8100;8100;720101658;4614;0.783;1.0;70;1109;0
8101;8101;719925483;4531;0.7;0.833;88;1043;0
8102;8102;719572833;5440;0.672;0.66;83;1550;0
8103;8103;720729108;5373;0.84;0.776;87;1080;0
8104;8104;819214233;5138;0.642;0.68;84;0;0
8105;8105;718896108;5014;0.885;0.909;84;0;0
8106;8106;713723433;4188;0.57;0.881;79;0;0
8107;8107;708514383;4314;0.9;0.976;81;1172;0
8108;8108;716961033;3630;0.539;0.696;78;2149;0
8109;8109;778819083;2264;0.644;0.516;47;0;1
8110;8110;714773508;2532;0.721;0.483;43;351;1
8111;8111;814181433;4242;0.636;0.73;64;1683;0
8112;8112;711984633;4373;0.599;0.935;89;1953;0
8113;8113;710662158;2051;0.434;1.05;41;2517;0
8114;8114;711356733;4667;0.951;0.8;90;847;0
8115;8115;711456108;2488;0.786;0.692;44;819;1
8116;8116;780727833;4526;0.622;0.638;95;2517;0
8117;8117;771471708;5097;0.973;0.833;77;1776;0
8118;8118;714320358;4126;1.009;0.931;56;1288;0
8119;8119;720700008;4686;0.625;0.761;81;2238;0
8120;8120;713027058;2595;0.568;0.409;31;0;1
8121;8121;778228458;4943;1.043;0.489;70;1928;0
8122;8122;781137783;2478;0.818;0.433;43;191;1
8123;8123;719821908;2752;0.882;0.433;43;0;1
8124;8124;720537633;4961;0.842;0.635;85;2139;0
8125;8125;712378983;2599;0.709;0.848;61;965;1
8126;8126;763681908;5674;0.86;0.857;78;924;0
8127;8127;721164483;4894;0.563;0.826;84;642;0
8128;8128;715447008;5119;0.678;0.766;83;1817;0
8129;8129;769676358;5066;0.842;0.9;76;1309;0
8130;8130;710487033;4445;0.926;0.773;78;0;0
8131;8131;714197133;2811;0.526;0.3;52;0;1
8132;8132;718488783;4821;0.532;0.65;66;1701;0
8133;8133;715663458;5016;0.717;0.66;88;651;0
8134;8134;717865008;4425;0.747;1.077;81;468;0
8135;8135;771400608;4727;0.915;0.949;76;1375;0
8136;8136;708148158;4207;0.563;0.792;86;0;0
8137;8137;720589008;4317;0.678;0.886;83;1594;0
8138;8138;784795083;4794;1.05;0.921;73;0;0
8139;8139;809844108;4775;0.792;0.66;78;0;0
8140;8140;711521958;4660;0.615;0.619;68;1506;0
8141;8141;711833508;4643;0.913;0.745;89;0;0
8142;8142;713146683;5473;0.916;0.756;79;0;0
8143;8143;716968683;5157;0.672;0.946;72;1513;0
8144;8144;716279508;2639;0.869;0.643;46;2517;1
8145;8145;771336783;4351;0.61;0.688;81;1345;0
8146;8146;717502083;2718;0.903;0.63;44;0;1
8147;8147;714843483;5063;0.665;0.93;83;1493;0
8148;8148;709745508;2140;0.376;0.429;40;0;1
8149;8149;711382458;2389;0.713;0.361;49;0;1
8150;8150;712190358;5199;0.762;0.738;73;1802;0
8151;8151;788805858;4997;0.758;0.712;89;1218;0
8152;8152;709102458;2607;0.618;0.367;41;0;1
8153;8153;712533708;4894;0.63;0.977;85;0;0
8154;8154;720326733;3761;0.623;0.657;58;865;0
8155;8155;713605908;3863;0.569;0.643;69;1316;0
8156;8156;711598533;3607;0.55;0.471;75;1729;0
8157;8157;795855258;5045;0.707;0.745;82;0;0
8158;8158;826783233;4750;0.7;0.978;89;2214;0
8159;8159;789228108;4378;0.743;0.654;86;1306;0
8160;8160;785230083;4905;0.883;0.739;80;2349;0
8161;8161;807946833;2771;0.735;0.5;36;0;1
8162;8162;711011508;4387;0.675;0.655;91;771;0
8163;8163;718632933;4731;0.762;0.651;71;0;0
8164;8164;717284133;4520;0.75;0.68;84;2517;0
8165;8165;711701058;4892;0.802;0.593;94;1466;0
8166;8166;712228458;4302;0.757;0.5;63;1083;0
8167;8167;717146208;2828;0.703;1.083;50;2517;1
8168;8168;719028783;4486;0.506;0.682;74;0;0
8169;8169;713274183;4182;0.652;0.848;85;1411;0
8170;8170;789218433;4528;0.761;0.686;86;0;0
8171;8171;790139583;4386;1.155;0.778;64;801;0
8172;8172;720218658;4501;0.446;0.714;96;756;0
8173;8173;747074058;4758;0.699;0.5;81;1637;0
8174;8174;719170683;4401;0.697;0.698;73;0;0
8175;8175;708753633;4462;0.712;0.638;77;0;0
8176;8176;710780883;4610;0.86;0.773;78;1461;0
8177;8177;785237958;2661;0.825;0.296;35;0;1
8178;8178;711333933;4586;0.88;0.756;72;1660;0
8179;8179;710797833;4360;0.717;0.696;95;841;0
8180;8180;720154533;5063;0.964;0.733;78;1643;0
8181;8181;719123958;2137;0.588;0.552;45;0;1
8182;8182;780942633;3552;0.506;0.619;68;1336;0
8183;8183;720034983;4258;0.51;0.838;68;0;0
8184;8184;717307158;5331;0.925;0.612;79;1314;0
8185;8185;708876183;3722;0.537;0.725;69;0;0
8186;8186;712660308;2472;0.736;0.429;40;0;1
8187;8187;715958583;3588;0.563;0.432;63;1158;0
8188;8188;771546708;5013;0.74;1.025;81;0;0
8189;8189;711252258;4148;0.745;0.862;54;985;0
8190;8190;772585008;5111;0.77;0.667;90;1937;0
8191;8191;751143858;4636;0.701;0.82;91;2421;0
8192;8192;708824958;4265;0.682;0.615;63;0;0
8193;8193;819612933;5472;0.559;0.591;70;0;0
8194;8194;712804383;4684;0.49;0.907;82;1194;0
8195;8195;790149483;4195;0.807;0.854;89;1484;0
8196;8196;712121508;5200;0.751;0.679;89;0;0
8197;8197;778853358;4783;0.861;0.685;91;0;0
8198;8198;716512383;4817;0.742;0.776;87;2517;0
8199;8199;823548858;2585;0.823;0.714;48;330;1
8200;8200;712144158;2164;0.562;0.607;45;1166;1
8201;8201;824560758;2475;0.676;0.694;61;0;1
8202;8202;757710783;2516;0.721;0.575;63;0;1
8203;8203;713081583;4647;0.873;0.911;86;1272;0
8204;8204;710481333;2272;0.513;0.541;57;1614;1
8205;8205;721060083;4653;0.661;0.614;71;1889;0
8206;8206;713759583;4883;0.801;0.614;71;1822;0
8207;8207;717547383;4233;0.736;0.791;77;1392;0
8208;8208;711683358;2135;0.561;0.419;44;0;1
8209;8209;710044308;2480;0.544;0.567;47;1594;0
8210;8210;713101383;5402;0.618;0.611;87;0;0
8211;8211;757685733;5066;0.644;0.786;75;2145;0
8212;8212;717823383;4268;0.734;0.8;81;1841;0
8213;8213;796029483;3890;0.657;0.66;78;785;0
8214;8214;710099358;4935;0.806;0.804;92;0;0
8215;8215;713872008;4656;0.655;0.636;72;1347;0
8216;8216;788802483;4766;0.658;0.582;87;1595;0
8217;8217;817988433;4097;0.552;0.592;78;1013;0
8218;8218;823554783;5022;0.797;0.771;85;0;0
8219;8219;710643183;4163;0.588;0.804;83;1160;0
8220;8220;779859558;2398;0.46;0.318;29;1012;1
8221;8221;798238008;4644;0.536;0.771;85;0;0
8222;8222;811974483;5110;0.793;0.593;86;723;0
8223;8223;778471758;4663;0.67;0.771;85;2362;0
8224;8224;718513233;4740;0.791;0.95;78;1861;0
8225;8225;718147233;4999;0.514;0.557;95;1538;0
8226;8226;713700258;4644;0.81;0.612;79;1896;0
8227;8227;780670083;2596;0.714;0.846;48;0;1
8228;8228;711438033;5750;0.731;0.872;73;0;0
8229;8229;712253058;4189;0.61;0.976;83;1255;0
8230;8230;713519508;5065;0.726;0.667;80;989;0
8231;8231;789992733;4937;0.843;0.974;75;1539;0
8232;8232;710110683;4844;0.726;0.976;83;1007;0
8233;8233;720260433;5577;0.645;0.759;95;1687;0
8234;8234;714148758;5228;1.009;0.7;68;1398;0
8235;8235;715522233;4878;0.724;0.804;92;1523;0
8236;8236;712790358;2219;0.358;0.63;44;1348;1
